can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_cit,can_sta,can_zip,cov_sta_dat,cov_end_dat,ind_con,net_ope_exp,tot_con,tot_dis,net_con,ope_exp,tot_rec,winner
H6MD08499,"ERVIN, VALERIE",H,MD,8.0,DEM,OPEN,SILVER SPRING,MD,20910.0,7/1/2015,10/19/2016,24751.0,28213.62,29751.0,29463.62,29751.0,28213.62,29751.0,N
H4CA24142,"FAREED, JUSTIN",H,CA,24.0,REP,OPEN,SANTA BARBARA,CA,93105.0,1/1/2015,10/19/2016,1938049.98,1788877.53,2130889.24,1822868.88,2109529.24,1797669.91,2139681.62,N
S6LA00334,"FAYARD, CATHRYN CAROLINE",S,LA,0.0,DEM,OPEN,BATON ROUGE,LA,70896.0,1/1/2016,10/19/2016,677633.0,1508198.0,693633.0,1517882.0,693483.0,1509824.0,1585262.0,N
H6PR00090,"FERRER RIOS, HECTOR",H,PR,0.0,DEM,OPEN,SAN JUAN,PR,926.0,1/1/2016,10/19/2016,224665.08,188786.25,230245.08,193786.25,230245.08,188786.25,230255.08,N
S6LA00318,"FLEMING, JOHN C JR",S,LA,0.0,REP,OPEN,MINDEN,LA,71055.0,12/1/2015,10/19/2016,1712904.0,3755473.0,1779304.0,3781237.0,1773904.0,3769433.0,4314772.0,N
H4KY01073,"GASKINS, SAMUEL LEWIS",H,KY,1.0,DEM,OPEN,HOPKINSVILLE,KY,42241.0,1/1/2015,10/19/2016,12058.02,11734.33,13658.02,13645.76,13658.02,11734.33,14574.98,N
P60019668,"GEORGE, JEFF",P,US,0.0,NPA,OPEN,CAPE CORAL,FL,33990.0,1/1/2016,10/19/2016,7600.0,25198.32,7600.0,18751.21,30400.0,18751.21,7600.0,N
H6LA03106,"GEYMANN, BRETT F",H,LA,3.0,REP,OPEN,LAKE CHARLES,LA,70612.0,1/1/2016,10/19/2016,130635.0,131097.46,134085.0,132597.46,132585.0,131097.46,134085.0,N
P80003379,"GILMORE, JAMES S III",P,US,0.0,REP,OPEN,RICHMOND,VA,23229.0,7/1/2015,10/19/2016,108570.95,1579048.87,110570.95,390868.39,560910.99,385715.77,391436.44,N
H6PR00082,"GONZALEZ COLON, JENNIFFER",H,PR,0.0,NPP,OPEN,AQUADILLA,PR,603.0,7/1/2015,10/19/2016,687379.83,607458.71,728236.33,608649.95,728236.33,607649.95,728427.57,N
H6WY01074,"GREENE, RYAN",H,WY,0.0,DEM,OPEN,ROCK SPRINGS,WY,82901.0,1/1/2016,10/19/2016,96535.0,158025.16,116024.0,159025.16,116024.0,158025.16,179924.0,N
H6LA04112,"GUILLORY, ELBERT",H,LA,4.0,REP,OPEN,LAWTELL,LA,70550.0,1/20/2016,10/19/2016,806493.93,589272.92,824568.93,590272.92,823568.93,589272.92,824568.93,N
S6NV00259,"GUMINA, TONY DR",S,NV,0.0,OTH,OPEN,LAS VEGAS,NV,89105.0,1/1/2016,10/19/2016,29907.0,28474.0,31407.0,28047.0,31407.0,28047.0,31480.0,N
H6NY03171,"GURFEIN, DAVID MR.",H,NY,4.0,REP,OPEN,MINEOLA,NY,11501.0,7/1/2015,10/19/2016,426640.78,315001.98,441653.28,325845.5,430809.76,315001.98,441653.28,N
H2CA35100,"HALL, ISADORE III",H,CA,44.0,DEM,OPEN,LOS ANGELES,CA,90010.0,1/1/2015,10/19/2016,1064963.93,1653134.19,1728599.76,1675839.01,1708844.94,1653134.19,1730188.93,N
H6PA16296,"HARTMAN, CHRISTINA MARIE MS.",H,PA,16.0,DEM,OPEN,LANCASTER,PA,17603.0,7/1/2015,10/19/2016,649119.51,757786.75,820443.51,814486.75,819043.51,757786.75,875443.51,N
S6NV00218,"HECK, JOE",S,NV,0.0,REP,OPEN,LAS VEGAS,NV,89136.0,7/1/2015,10/19/2016,7072941.0,8444442.0,8916190.0,8538923.0,8838121.0,8460854.0,11178117.0,N
H6LA04146,"JENKINS, OLIVER LTCOL",H,LA,4.0,REP,OPEN,SHREVEPORT,LA,71106.0,1/1/2016,10/19/2016,410788.6,483653.69,413839.6,483903.69,413589.6,483653.69,813839.6,N
H6LA04096,"JOHN, RICHARD MICHAEL MR.",H,LA,4.0,REP,OPEN,SHREVEPORT,LA,71105.0,1/1/2016,10/19/2016,109487.42,108198.03,117643.16,118198.03,117643.16,108198.03,150943.29,N
H6LA04153,"JONES JR, J MARSHALL",H,LA,4.0,DEM,OPEN,SHREVEPORT,LA,71104.0,7/1/2016,10/19/2016,55482.0,257799.92,55482.0,281049.92,55482.0,258049.92,281632.0,N
H4FL11071,"KOLLER, DAVID C",H,FL,11.0,DEM,OPEN,OCALA,FL,34471.0,1/1/2015,10/19/2016,39745.28,50252.33,49745.28,50252.33,49745.28,50252.33,49745.28,N
H6FL09195,"LIEBNITZKY, WAYNE",H,FL,9.0,REP,OPEN,ST CLOUD,FL,34772.0,7/1/2015,10/19/2016,15407.0,26917.95,16407.0,26957.55,16407.0,26957.55,31251.39,N
H6CA20145,"LUCIUS, CASEY",H,CA,20.0,REP,OPEN,MONTEREY,CA,93943.0,4/1/2015,10/19/2016,383363.35,374832.23,395623.35,374988.74,395473.35,374838.74,395669.1,N
S4LA00115,"MANESS, ROBERT L COL. RET",S,LA,0.0,REP,OPEN,MADISONVILLE,LA,70447.0,1/1/2015,10/19/2016,657676.0,591039.02,698230.0,622655.0,682672.0,595445.02,763415.0,N
S6LA00425,"MARSALA, CHARLES",S,LA,0.0,REP,OPEN,NEW ORLEANS,LA,70130.0,7/1/2016,10/19/2016,3915.0,10835.0,3915.0,12835.0,3915.0,10835.0,14515.0,N
H6NY03197,"MARTINS, JACK",H,NY,3.0,REP,OPEN,OLD WESTBURY,NY,11568.0,1/1/2016,10/19/2016,775383.05,758725.65,1008733.05,769632.18,1003633.05,763485.24,1023567.64,N
H6NY22130,"MYERS, KIM",H,NY,22.0,DEM,OPEN,VESTAL,NY,13850.0,3/3/2016,10/19/2016,578422.83,1235222.75,940550.45,1246999.66,938925.45,1239874.66,1485202.36,N
H6MN02156,"MYHRA, PAMELA J",H,MN,2.0,REP,OPEN,BURNSVILLE,MN,55337.0,10/1/2015,10/19/2016,43377.83,52147.01,51650.38,52574.01,51650.38,52174.01,52677.38,N
H6CA44145,"NAVARRO, OMAR",H,CA,43.0,REP,OPEN,TORRANCE,CA,90501.0,1/1/2016,10/19/2016,2546.0,2667.52,2546.0,2667.52,2546.0,2667.52,2546.0,N
H4FL14091,"NEELD J, ROBERT M",H,FL,19.0,DEM,OPEN,CAPE CORAL,FL,339101508.0,4/1/2016,10/19/2016,2630.0,13192.06,2630.0,13192.06,2630.0,13192.06,15130.0,N
H6WI08163,"NELSON, TOM",H,WI,8.0,DEM,OPEN,KAUKAUNA,WI,54130.0,4/1/2016,10/19/2016,1064723.42,1253136.36,1426501.14,1329206.27,1419720.58,1322425.71,1495790.49,N
H6CA46140,"NGUYEN, BAO QUOC",H,CA,46.0,DEM,OPEN,GARDEN GROVE,CA,92841.0,7/1/2015,10/19/2016,247969.9,224755.12,270569.9,237157.67,261669.9,224755.12,274805.81,N
H6PR01031,"NOGALES-MOLINELLI, MARIANA",H,PR,0.0,PPT,OPEN,HUMACAO,PR,791.0,1/1/2016,10/19/2016,1605.0,1626.15,2154.17,1626.15,2154.17,1626.15,2154.17,N
H4MN02136,"OVERBY, PAULA MIRARE",H,MN,2.0,IDP,OPEN,EAGAN,MN,55123.0,1/1/2015,10/19/2016,2416.0,2247.28,2416.0,2247.28,2416.0,2247.28,2747.44,N
S6LA00375,"PATEL, ABHAY",S,LA,0.0,REP,OPEN,NEW ORLEANS,LA,70130.0,4/1/2016,10/19/2016,240016.0,371390.0,245266.0,396815.0,225666.0,377215.0,403998.0,N
H6FL18147,"PERKINS, RANDY",H,FL,18.0,DEM,OPEN,NORTH PALM BEACH,FL,33408.0,10/1/2015,10/19/2016,686928.19,8269787.06,2788957.63,8327167.32,2788957.63,8291437.32,8560607.89,N
H6NY22098,"PHILLIPS, GEORGE KARL MR",H,NY,22.0,REP,OPEN,ENDWELL,NY,13760.0,12/1/2015,10/19/2016,239563.29,214579.9,245583.29,250763.9,210483.29,214579.9,250690.9,N
H6LA03122,"RANTZ, AUGUST J IV",H,LA,3.0,REP,OPEN,LAFAYETTE,LA,70598.0,1/1/2016,10/19/2016,331519.86,621810.8,384540.98,630210.8,379140.98,624810.8,637545.98,N
H6LA03114,"REES, GROVER JOSEPH",H,LA,3.0,REP,OPEN,LAFAYETTE,LA,70501.0,1/1/2016,10/19/2016,59760.0,57864.65,77425.0,109360.33,77425.0,57864.65,152285.0,N
H6DE01071,"REIGLE, HANS",H,DE,0.0,REP,OPEN,WYOMING,DE,19934.0,1/1/2015,10/19/2016,178551.66,168914.05,200724.32,168914.05,200724.32,168914.05,209176.5,N
P60018389,"ROY, JOHN CHARLES",P,US,0.0,UN,OPEN,ALLENTOWN,PA,18109.0,1/1/2015,10/19/2016,50.0,42588.66,9140.94,9241.75,42552.22,9241.75,9211.77,N
S6CA00691,"SANCHEZ, LORETTA",S,CA,0.0,DEM,OPEN,SANTA ANA,CA,92706.0,4/1/2015,10/19/2016,2794120.0,3191876.0,3177007.0,3556101.0,3119092.0,3194676.0,4477295.0,N
P60007168,"SANDERS, BERNARD",P,US,0.0,DEM,OPEN,BURLINGTON,VT,5408.0,4/1/2015,10/19/2016,231831604.44,1954397343.43,231837226.36,232031346.88,2096279791.18,226685620.92,236804528.52,N
H6PA08228,"SANTARSIERO, STEVEN J",H,PA,8.0,DEM,OPEN,YARDLEY,PA,19067.0,1/1/2015,10/19/2016,1912487.04,2268293.52,2422209.88,2321465.06,2414688.34,2273843.52,2468129.39,N
P60007440,"SCROGGIE, JEREMY",P,US,0.0,IND,OPEN,NASHVILLE,TN,37203.0,7/1/2015,10/19/2016,694.0,5587.66,694.0,6683.33,694.0,3742.33,10594.0,N
H6MD08531,"SHUDOFSKY, ARYEH",H,MD,8.0,REP,OPEN,SILVER SPRING,MD,20910.0,7/15/2015,10/19/2016,38977.35,40925.88,40977.35,40925.88,40977.35,40925.88,40977.35,N
H4FL22110,"SPAIN, PAUL DOUGLAS MR.",H,FL,21.0,REP,OPEN,JUPITER,FL,33458.0,1/1/2015,10/19/2016,4375.68,20810.96,4375.68,21110.96,4375.68,20810.96,49321.75,N
H6FL18121,"SPALDING, CARLA ARLENE",H,FL,18.0,IND,OPEN,JUPITER,FL,33468.0,7/1/2015,10/19/2016,14999.5,22701.64,16907.16,26341.64,15407.16,23341.64,26543.53,N
H6FL01176,"SPECHT, STEVEN K.",H,FL,1.0,DEM,OPEN,PENSACOLA,FL,32507.0,4/1/2016,10/19/2016,45307.54,45867.27,45880.14,45967.27,45880.14,45867.27,55666.27,N
P20003984,"STEIN, JILL",P,US,0.0,GRE,OPEN,LEXINGTON,MA,2421.0,1/1/2015,10/19/2016,3015906.23,13450374.82,3015906.23,3470291.04,12561544.57,3430119.98,3528594.15,N
S6MD03508,"SZELIGA, KATHY",S,MD,0.0,REP,OPEN,PERRY HALL,MD,21128.0,10/1/2015,10/19/2016,1324442.0,1208158.0,1477206.0,1226215.0,1461256.0,1210165.0,1479213.0,N
H2NV04045,"TARKANIAN, DANNY",H,NV,3.0,REP,OPEN,LAS VEGAS,NV,89107.0,7/1/2015,10/19/2016,1336264.17,1446605.89,1638875.89,1482252.76,1603300.89,1446643.28,1741489.87,N
H6NY19243,"TEACHOUT, ZEPHYR",H,NY,19.0,DEM,OPEN,ROSENDALE,NY,12472.0,1/1/2016,10/19/2016,3594494.92,2392048.9,3893295.22,2422345.91,3863998.21,2393048.9,3894295.22,N
H6WA07425,"WALKINSHAW, BRADY PINERO",H,WA,7.0,DEM,OPEN,SEATTLE,WA,98104.0,10/1/2015,10/19/2016,1600552.61,1495137.67,1637060.75,1503236.34,1630360.75,1496466.34,1638389.42,N
H6MD08598,"WALLACE, NANCY",H,MD,8.0,GRE,OPEN,BETHESDA,MD,20814.0,1/1/2016,10/19/2016,9312.11,6895.96,9612.11,8317.96,9612.11,6895.96,11935.2,N
H2NY15109,"WILLIAMS, CLYDE EDWARD JR",H,NY,13.0,DEM,OPEN,NEW YORK,NY,10026.0,4/1/2015,10/19/2016,514226.27,471351.27,527951.27,527951.27,471351.27,471351.27,527951.27,N
S6NV00341,"WILLIAMS, JARROD M.",S,NV,0.0,IND,OPEN,SPARKS,NV,89434.0,4/1/2016,10/19/2016,901.0,2261.0,2277.0,2261.0,2277.0,2261.0,2277.0,N
H2IN09167,"YODER, SHELLI",H,IN,9.0,DEM,OPEN,BLOOMINGTON,IN,47408.0,8/17/2015,10/19/2016,924009.51,1137371.85,1212815.11,1141246.85,1209040.11,1137371.85,1212815.11,N
H6FL09211,"BORDERS, JASON D",H,FL,9.0,DEM,OPEN,SAINT CLOUD,FL,34770.0,1/1/2015,10/17/2016,340.0,646.91,646.91,646.91,646.91,646.91,646.91,N
H6FL01218,"BYDLAK, REBEKAH JOHANSEN MRS.",H,FL,1.0,REP,OPEN,GONZALEZ,FL,32560.0,4/12/2016,10/17/2016,211164.82,215156.87,236056.87,240131.18,215156.87,219231.18,240131.18,N
H6MI01218,"CANNON, NELSON JEROME",H,MI,1.0,DEM,OPEN,FIFE LAKE,MI,49633.0,7/1/2015,10/15/2016,35481.92,77216.46,76262.67,80684.46,76262.67,80684.46,79730.67,N
H6AZ05117,"STAPLEY, DONALD T",H,AZ,5.0,REP,OPEN,MESA,AZ,85275.0,4/1/2016,10/15/2016,259692.0,501948.7,262692.0,512692.28,254592.0,501948.7,512692.28,N
H6FL04121,"TANZLER, HANS MR. III",H,FL,4.0,REP,OPEN,JACKSONVILLE,FL,32210.0,4/1/2016,10/15/2016,418506.0,813784.68,430384.68,834250.36,413284.68,817150.36,834250.36,N
P40000564,"KREML, WILLIAM P",P,US,0.0,GRE,OPEN,COLUMBIA,SC,29205.0,10/1/2015,10/6/2016,7294.96,6166.54,7294.96,7294.96,28874.88,5257.54,7294.96,N
H6MS01156,"ADAMS, BOYCE",H,MS,1.0,REP,OPEN,COLUMBUS,MS,39701.0,1/1/2015,9/30/2016,132231.0,508199.62,141231.0,510200.03,141231.0,508326.03,526765.41,N
H0MI01104,"ALLEN, JASON EDWARD",H,MI,1.0,REP,OPEN,TRAVERSE CITY,MI,49686.0,1/1/2016,9/30/2016,343848.45,419896.44,372360.27,429426.44,362960.27,419896.44,429674.61,N
S0NV00138,"ANGLE, SHARRON E",S,NV,0.0,REP,OPEN,RENO,NV,89523.0,1/1/2016,9/30/2016,145572.0,208825.0,215572.0,208825.0,215572.0,208825.0,215572.0,N
H6DE01097,"BARNEY, SEAN",H,DE,0.0,DEM,OPEN,WILMNGTON,DE,19805.0,10/1/2015,9/30/2016,733475.1,738637.31,767226.65,771391.89,739026.65,739641.89,771783.57,N
P60015351,"BASIAGO, ANDREW DANIEL",P,US,0.0,IND,OPEN,VIRGINIA BEACH,VA,23471.0,3/1/2014,9/30/2016,16041.57,9479.0,17034.27,19334.11,13280.65,19334.11,17034.27,N
H6AZ01173,"BENNETT, KEN",H,AZ,1.0,REP,OPEN,PHOENIX,AZ,85008.0,1/12/2015,9/30/2016,376997.1,430989.02,393873.1,459969.64,364892.48,430989.02,463873.44,N
H6NY19227,"BISHOP, BOB",H,NY,19.0,REP,OPEN,HAMDEN,NY,13782.0,10/1/2015,9/30/2016,36190.0,35690.0,36190.0,36240.0,35690.0,35690.0,36240.0,N
P60008059,"BUSH, JEB",P,US,0.0,REP,OPEN,MIAMI,FL,33144.0,4/1/2015,9/30/2016,33589053.88,207828271.23,34365074.58,35432192.02,236335357.91,34807960.72,35489858.93,N
H6VA05100,"CAGE, ERICKE",H,VA,5.0,DEM,OPEN,HALIFAX,VA,24558.0,4/1/2015,9/30/2016,25695.2,14387.41,29391.25,14397.01,29381.65,14387.41,29391.25,N
H6VA02107,"CARDWELL, CHARLES PATTESON IV",H,VA,2.0,REP,OPEN,VIRGINIA BEACH,VA,23451.0,1/1/2016,9/30/2016,37969.0,87191.88,40469.0,87291.88,40369.0,87191.88,87969.0,N
H8MI01107,"CASPERSON, TOM",H,MI,1.0,REP,OPEN,ESCANABA,MI,49829.0,1/1/2015,9/30/2016,371111.4,499546.12,467505.4,520343.87,467255.4,499593.87,520676.06,N
H6FL18113,"CHANE, JONATHAN",H,FL,18.0,DEM,OPEN,PALM BEACH GARDENS,FL,33420.0,7/1/2015,9/30/2016,535162.94,651616.14,585689.53,714117.48,536278.12,651616.14,718689.53,N
S6CA00626,"CHAVEZ, ROCKY",S,CA,0.0,REP,OPEN,OCEANSIDE,CA,92057.0,1/1/2015,9/30/2016,113515.0,119761.0,116915.0,119761.0,116915.0,119761.0,119759.0,N
P60008521,"CHRISTIE, CHRISTOPHER J",P,US,0.0,REP,OPEN,MORRISTOWN,NJ,7963.0,7/1/2015,9/30/2016,8433228.83,57073168.43,8548966.85,8714737.15,60970039.53,8599419.94,8745586.76,N
S2CA00740,"CONLON, GREG",S,CA,0.0,REP,OPEN,ATHERTON,CA,94027.0,1/1/2016,9/30/2016,30905.0,51621.0,30905.0,51621.0,30905.0,51621.0,51710.0,N
H6NY13113,"COOK, SUZAN JOHNSON",H,NY,13.0,DEM,OPEN,NEW YORK,NY,10037.0,5/1/2015,9/30/2016,254672.88,308162.99,256308.48,315943.05,249858.48,308829.56,315943.05,N
H6GA03139,"COOK, TAMARKUS",H,GA,3.0,DEM,OPEN,NEWNAN,GA,30263.0,1/1/2016,9/30/2016,7320.97,4343.94,16640.97,4343.94,16640.97,4343.94,16640.97,N
H6FL09146,"CRABTREE, VALLERI",H,FL,9.0,DEM,OPEN,KISSIMMEE,FL,347421147.0,1/1/2015,9/30/2016,23213.63,66041.32,25734.61,66141.32,25734.61,66041.32,66109.61,N
H0GA13032,"CRANE, MICHAEL ROBERT",H,GA,3.0,REP,OPEN,NEWNAN,GA,30263.0,1/1/2015,9/30/2016,475940.05,489931.94,527514.04,513733.94,504112.04,490331.94,528214.04,N
P60006111,"CRUZ, RAFAEL EDWARD TED""""",P,US,0.0,REP,OPEN,HOUSTON,TX,77265.0,1/1/2015,9/30/2016,92036123.51,724308424.2,92137218.65,93373187.27,827930839.87,87216086.77,93469852.86,N
H6IL08154,"CULLERTON, TOM",H,IL,8.0,DEM,OPEN,VILLA PARK,IL,60181.0,4/1/2015,9/30/2016,116631.07,118178.57,139931.07,143185.69,123031.07,118178.57,139932.71,N
S6CA00683,"DEL BECCARO, THOMAS",S,CA,0.0,REP,OPEN,WILLOWS,CA,959880984.0,1/1/2015,9/30/2016,446911.0,488820.0,449911.0,519960.0,431811.0,488820.0,469911.0,N
H6VA05126,"DEL ROSSO, MICHAEL JOSEPH MR.",H,VA,5.0,REP,OPEN,CHARLOTTESVILLE,VA,22902.0,1/1/2016,9/30/2016,92637.92,94526.89,97637.92,97326.89,94837.92,94526.89,97637.92,N
S6IN00209,"DICKERSON, JOHN MARTIN",S,IN,0.0,DEM,OPEN,INDIANAPOLIS,IN,46220.0,8/12/2015,9/30/2016,67357.0,72769.0,72798.0,72885.0,72798.0,72885.0,72914.0,N
H6FL01168,"DOSEV, CRIS",H,FL,1.0,REP,OPEN,PENSACOLA,FL,32503.0,4/1/2016,9/30/2016,84698.03,456698.78,87698.03,467007.68,87398.03,456707.68,482706.93,N
P60018132,"DOYLE, COLIN B",P,US,0.0,IND,OPEN,DEXTER,OR,97431.0,10/1/2015,9/30/2016,875.0,6062.25,875.0,6062.25,875.0,6062.25,6062.93,N
H6CA46157,"DUNN, JOSEPH",H,CA,46.0,DEM,OPEN,SACRAMENTO,CA,95814.0,8/8/2015,9/30/2016,381550.99,390112.64,427400.99,427372.64,395815.99,390112.64,427483.68,N
S6MD03458,"EDWARDS, DONNA FERN",S,MD,0.0,DEM,OPEN,FORT WASHINGTON,MD,20749.0,3/10/2015,9/30/2016,3581449.0,3474473.0,3792502.0,3821433.0,3488065.0,3496638.0,3823666.0,N
H6MN02214,"ERICKSON, MATTHEW D",H,MN,2.0,REP,OPEN,COTTAGE GROVE,MN,55016.0,4/1/2016,9/30/2016,53950.0,64841.11,63319.6,64841.11,63319.6,64841.11,64001.88,N
H6FL01184,"EVERS, GREG",H,FL,1.0,REP,OPEN,BAKER,FL,32531.0,4/1/2016,9/30/2016,216214.05,205102.65,234714.05,232002.65,207814.05,205102.65,234714.05,N
H6NV03105,"FIORE, MICHELE",H,NV,3.0,REP,OPEN,HENDERSON,NV,89074.0,10/1/2015,9/30/2016,433917.08,420995.96,443917.08,436795.96,428117.08,420995.96,443917.08,N
H0GA13099,"FLANEGAN, CHARLES EDWARD JR",H,GA,3.0,REP,OPEN,STOCKBRIDGE,GA,30281.0,1/1/2015,9/30/2016,750.0,55005.51,750.0,110505.51,750.0,55005.51,153750.0,N
H6TN08169,"FLINN, GEORGE S DR JR",H,TN,8.0,REP,OPEN,MEMPHIS,TN,38117.0,2/2/2016,9/30/2016,1748.0,3015905.42,1748.0,3015955.42,1698.0,3015905.42,3027559.25,N
H6IL18104,"FLYNN, MICHAEL",H,IL,18.0,REP,OPEN,QUINCY,IL,62301.0,4/1/2015,9/30/2016,147561.99,173592.97,173899.35,173592.97,173899.35,173592.97,173899.35,N
H6MI10219,"FORLINI, ANTHONY G.",H,MI,10.0,REP,OPEN,HARRISON TOWNSHIP,MI,48045.0,1/1/2016,9/30/2016,70973.97,111294.1,84673.97,119694.1,84673.97,111294.1,120642.21,N
H0IL08108,"FRASER, WILLIAM E",H,IL,8.0,IND,OPEN,NORTH BARRINGTON,IL,60010.0,7/22/2015,9/30/2016,871.0,1651.9,1314.0,1651.9,1314.0,1651.9,1829.56,N
H6FL01101,"FRAZIER, BRIAN WAYNE",H,FL,1.0,REP,OPEN,GULF BREEZE,FL,32563.0,4/1/2015,9/30/2016,25731.22,28160.87,27815.34,28160.87,27815.34,28160.87,27815.34,N
H6AZ05133,"FUENTES, TALIA",H,AZ,5.0,DEM,OPEN,TEMPE,AZ,85281.0,4/22/2016,9/30/2016,8014.71,10346.7,11614.71,10346.7,11614.71,10346.7,11614.71,N
H6NY13097,"GALLAGHER, MICHAEL",H,NY,13.0,DEM,OPEN,NEW YORK,NY,10040.0,3/13/2015,9/30/2016,48364.09,63828.31,53764.09,87837.33,53764.09,63828.31,94776.28,N
H6TX19123,"GARRETT, GREGORY KEITH",H,TX,19.0,REP,OPEN,LUBBOCK,TX,79423.0,10/16/2015,9/30/2016,57940.0,65987.33,57940.0,108161.18,57940.0,66208.51,108161.18,N
H2FL14152,"GOSS, CHAUNCEY P",H,FL,19.0,REP,OPEN,FORT MYERS,FL,33902.0,4/1/2016,9/30/2016,349253.79,386429.01,353253.79,392853.79,350553.79,386429.01,392853.79,N
H6TN08185,"GREER, JOHN BRADLEY MR",H,TN,8.0,REP,OPEN,JACKSON,TN,38301.0,1/1/2016,9/30/2016,141732.86,124160.63,143732.86,143917.68,129232.86,129417.68,148989.91,N
P60017688,"HALL, DAVID EAMES",P,US,0.0,REP,OPEN,STUART,FL,34996.0,10/1/2015,9/30/2016,100.0,4.59,100.0,29.5,100.0,4.59,10.0,N
H6WY00167,"HARDY, CHARLIE",H,WY,0.0,DEM,OPEN,CHEYENNE,WY,82003.0,4/1/2016,9/30/2016,14745.68,14829.03,14745.68,14829.03,14745.68,14829.03,14777.47,N
H6NY19193,"HEANEY, ANDREW",H,NY,19.0,REP,OPEN,MILLBROOK,NY,12545.0,7/1/2015,9/30/2016,1378378.24,1774030.48,1483679.24,1959725.92,1329547.8,1774030.48,1960055.53,N
S0IN00061,"HILL, BARON P",S,IN,0.0,DEM,OPEN,INDIANAPOLIS,IN,46230.0,4/1/2015,9/30/2016,1016063.0,977740.0,1382590.0,1036886.0,1337330.0,978374.0,1386201.0,N
H6IN09143,"HOUCHIN, ERIN",H,IN,9.0,REP,OPEN,SALEM,IN,47167.0,7/1/2015,9/30/2016,401540.43,501714.02,524178.05,524323.97,514043.05,501714.02,524323.97,N
H6MN02164,"HOWE, JOHN STERLING",H,MN,2.0,REP,OPEN,RED WING,MN,55066.0,7/1/2015,9/30/2016,95039.09,113383.95,108539.09,833733.95,108539.09,113733.95,851389.09,N
P80003478,"HUCKABEE, MIKE",P,US,0.0,REP,OPEN,LITTLE ROCK,AR,72203.0,4/1/2015,9/30/2016,4274403.99,45546183.22,4327403.99,4328550.97,47804645.22,4312905.97,4335903.6,N
H2MD04232,"IVEY, GLENN FREDERICK",H,MD,4.0,DEM,OPEN,BLADENSBURG,MD,20710.0,1/1/2015,9/30/2016,988414.07,1011283.86,1065060.06,1068210.74,1014010.06,1011571.34,1065347.54,N
H0DE01025,"IZZO, ROSE",H,DE,0.0,REP,OPEN,WILMINGTON,DE,198102851.0,1/1/2015,9/30/2016,24255.0,24030.0,24255.0,24344.82,24255.0,24030.0,24348.0,N
H6MD08465,"JAWANDO, WILL MR.",H,MD,8.0,DEM,OPEN,SILVER SPRING,MD,209140598.0,4/1/2015,9/30/2016,516730.74,505301.75,532080.74,534871.43,512040.74,508631.43,535410.42,N
H6AZ05125,"JONES, CHRISTINE",H,AZ,5.0,REP,OPEN,GILBERT,AZ,85299.0,1/1/2016,9/30/2016,50915.94,1944660.29,73415.94,1950060.29,68015.94,1944660.29,1979269.68,N
H6NY03254,"KAIMAN, JON",H,NY,3.0,DEM,OPEN,GREAT NECK,NY,11023.0,1/1/2016,9/30/2016,432328.45,440164.98,440328.45,440164.98,440328.45,440164.98,440328.45,N
H6NY03205,"KAPLAN, ANNA",H,NY,3.0,DEM,OPEN,MANHASSET,NY,11030.0,1/1/2016,9/30/2016,450993.0,748774.21,471743.0,826085.88,395893.0,748897.33,826085.88,N
P60003670,"KASICH, JOHN R",P,US,0.0,REP,OPEN,COLUMBUS,OH,43216.0,7/1/2015,9/30/2016,19053616.27,113462487.02,19329486.89,19426074.85,124661784.16,18842379.72,19605961.02,N
H6FL04154,"KAUFMAN, STEVE",H,FL,4.0,REP,OPEN,JACKSONVILLE,FL,32204.0,6/6/2016,9/30/2016,18833.0,29643.37,27833.0,32239.37,27833.0,29739.37,33529.0,N
H4WA07073,"KELLER, CRAIG",H,WA,7.0,REP,OPEN,SEATTLE,WA,98116.0,1/1/2015,9/30/2016,71.0,1800.0,1811.0,1996.0,1811.0,1800.0,1811.0,N
H6TN08151,"KELSEY, BRIAN",H,TN,8.0,REP,OPEN,GERMANTOWN,TN,38138.0,2/1/2016,9/30/2016,746478.16,765278.61,835827.16,847178.61,764027.16,767278.61,848627.16,N
H4AZ01145,"KIEHNE, GARY",H,AZ,1.0,REP,OPEN,EAGAR,AZ,85925.0,1/1/2015,9/30/2016,296544.17,770412.16,367911.09,1124669.16,284461.09,770569.16,1120171.2,N
H6LA03080,"KNEZEK, ERICK",H,LA,3.0,REP,OPEN,LAFAYETTE,LA,705051619.0,12/31/2015,9/30/2016,129965.16,167549.42,130465.16,570449.42,118265.16,167549.42,582415.16,N
H6CA24329,"KOKKONEN, MATT",H,CA,24.0,REP,OPEN,SAN LUIS OBISPO,CA,93401.0,1/1/2016,9/30/2016,9101.0,75031.64,9101.0,75774.62,9101.0,75774.62,220343.98,N
H6WY00134,"KONSMO, MICHAEL MR.",H,WY,0.0,REP,OPEN,POWELL,WY,82435.0,12/16/2015,9/30/2016,15565.0,16269.61,16115.0,16269.61,16115.0,16269.61,16115.0,N
H6FL18105,"KOZELL, RICK",H,FL,18.0,REP,OPEN,JUPITER,FL,33477.0,4/1/2015,9/30/2016,608459.81,571563.95,654789.46,649482.27,578675.46,573268.27,656775.94,N
H6WI08189,"LASEE, FRANK",H,WI,8.0,REP,OPEN,DE PERE,WI,54115.0,1/1/2016,9/30/2016,288188.17,185720.2,323088.17,185820.2,322988.17,185720.2,324088.17,N
